status,card_present_flag,txn_description,first_name,balance,gender,age,merchant_state,amount,customer_id,longitude,latitude,month,day,day_name,month_name
posted,,PAYMENT,Rhonda,4513.77,F,40,,32.0,CUS-1614226872,153.1,-27.66,10,10,Wednesday,October
posted,,INTER BANK,Susan,7798.78,F,20,,39.0,CUS-164374203,150.68,-33.79,10,10,Wednesday,October
posted,,PAYMENT,Richard,8535.5,M,22,,34.0,CUS-2283904812,145.03,-37.88,10,10,Wednesday,October
posted,,PAYMENT,Abigail,16206.61,F,40,,80.0,CUS-2505971401,138.58,-34.96,10,10,Wednesday,October
posted,,PAYMENT,Luis,10105.29,M,27,,29.0,CUS-3180318393,144.71,-37.58,10,10,Wednesday,October
posted,,PAYMENT,Joseph,7618.94,M,21,,30.0,CUS-537508723,147.08,-37.97,10,10,Wednesday,October
authorized,1.0,POS,Barry,7771.47,M,38,NSW,13.38,CUS-1604596597,138.67,-34.86,10,10,Wednesday,October
authorized,1.0,SALES-POS,Tyler,10390.27,M,44,VIC,24.27,CUS-1892177589,144.79,-37.73,10,10,Wednesday,October
authorized,0.0,POS,Craig,44763.25,M,28,QLD,38.91,CUS-2663907001,151.12,-33.89,10,10,Wednesday,October
authorized,1.0,POS,James,12911.42,M,28,NSW,11.88,CUS-4023861240,147.63,-22.84,10,10,Wednesday,October
authorized,1.0,POS,Craig,44748.6,M,28,NSW,14.65,CUS-2663907001,151.12,-33.89,10,10,Wednesday,October
authorized,1.0,POS,Barry,7717.37,M,38,NSW,54.1,CUS-1604596597,138.67,-34.86,10,10,Wednesday,October
authorized,1.0,POS,Timothy,8587.03,M,20,NSW,17.17,CUS-2484453271,145.23,-37.86,10,10,Wednesday,October
authorized,1.0,SALES-POS,Ronald,5539.22,M,25,TAS,9.71,CUS-2178051368,145.73,-17.03,10,10,Wednesday,October
authorized,1.0,POS,Christopher,65879.98,M,33,VIC,6.5,CUS-3117610635,145.13,-37.7,10,10,Wednesday,October
authorized,1.0,POS,Christine,14168.51,F,39,NSW,10.13,CUS-2376382098,151.04,-33.8,10,10,Wednesday,October
authorized,1.0,POS,Ashley,10004.81,F,25,NSW,30.53,CUS-1220154422,150.5,-23.4,10,10,Wednesday,October
authorized,1.0,SALES-POS,Michelle,14162.09,F,19,NSW,7.27,CUS-883482547,150.82,-34.01,10,10,Wednesday,October
posted,,PAYMENT,Karen,9573.64,F,26,,46.0,CUS-2630892467,149.03,-34.97,10,10,Wednesday,October
posted,,INTER BANK,Tonya,7049.8,F,27,,57.0,CUS-3026014945,116.06,-32.0,10,10,Wednesday,October
authorized,1.0,SALES-POS,Barry,7620.7,M,38,VIC,96.67,CUS-1604596597,138.67,-34.86,10,10,Wednesday,October
authorized,1.0,SALES-POS,Alexander,18875.98,M,38,NSW,157.87,CUS-1478398256,143.88,-37.66,10,10,Wednesday,October
authorized,0.0,POS,Antonio,6746.7,M,26,WA,27.26,CUS-1646621553,115.78,-31.9,10,10,Wednesday,October
posted,,INTER BANK,Ronald,5513.22,M,25,,26.0,CUS-2178051368,145.73,-17.03,10,10,Wednesday,October
posted,,INTER BANK,Ronald,5352.22,M,25,,161.0,CUS-2178051368,145.73,-17.03,10,10,Wednesday,October
authorized,1.0,SALES-POS,Matthew,13671.35,M,39,VIC,57.17,CUS-1790886359,145.17,-37.84,10,10,Wednesday,October
authorized,1.0,POS,Kimberly,5150.13,F,24,NSW,54.51,CUS-3378712515,145.45,-37.74,10,10,Wednesday,October
authorized,1.0,SALES-POS,Michelle,14145.75,F,19,WA,16.34,CUS-883482547,150.82,-34.01,10,10,Wednesday,October
posted,,PAYMENT,Kenneth,18554.14,M,29,,56.0,CUS-261674136,121.48,-30.75,10,10,Wednesday,October
posted,,PAYMENT,Ryan,5582.83,M,31,,74.0,CUS-3129499595,150.92,-33.77,10,10,Wednesday,October
authorized,1.0,SALES-POS,Matthew,13641.95,M,39,VIC,29.4,CUS-1790886359,145.17,-37.84,10,10,Wednesday,October
authorized,1.0,SALES-POS,Robert,10080.67,M,26,VIC,19.04,CUS-880898248,144.89,-37.69,10,10,Wednesday,October
authorized,1.0,POS,Michelle,14105.88,F,19,NSW,39.87,CUS-883482547,150.82,-34.01,10,10,Wednesday,October
authorized,1.0,SALES-POS,Tonya,7030.44,F,27,WA,19.36,CUS-3026014945,116.06,-32.0,10,10,Wednesday,October
authorized,1.0,POS,Susan,9494.79,F,19,VIC,7.59,CUS-1928710999,145.15,-37.76,10,10,Wednesday,October
authorized,1.0,POS,Kenneth,14131.45,M,35,QLD,48.64,CUS-2738291516,153.02,-27.66,10,10,Wednesday,October
posted,,PAYMENT,Debra,6138.3,F,18,,36.0,CUS-1842679196,138.61,-34.89,10,10,Wednesday,October
posted,,PAYMENT,Ryan,43658.72,M,38,,35.0,CUS-3249305314,151.27,-33.9,10,10,Wednesday,October
authorized,1.0,POS,Ashley,9973.58,F,25,NSW,31.23,CUS-1220154422,150.5,-23.4,10,10,Wednesday,October
authorized,1.0,SALES-POS,Barry,7582.1,M,38,NSW,38.6,CUS-1604596597,138.67,-34.86,10,10,Wednesday,October
authorized,1.0,SALES-POS,Jessica,24625.37,F,34,NSW,25.48,CUS-1196156254,138.52,-35.01,10,10,Wednesday,October
authorized,1.0,SALES-POS,Susan,9480.38,F,19,VIC,14.41,CUS-1928710999,145.15,-37.76,10,10,Wednesday,October
authorized,0.0,SALES-POS,Michael,6375.07,M,44,VIC,133.64,CUS-1233833708,145.18,-37.9,10,10,Wednesday,October
authorized,1.0,POS,Michelle,14007.06,F,19,NSW,98.82,CUS-883482547,150.82,-34.01,10,10,Wednesday,October
authorized,1.0,SALES-POS,Kenneth,18536.02,M,29,QLD,18.12,CUS-261674136,121.48,-30.75,10,10,Wednesday,October
authorized,1.0,SALES-POS,Diana,2059.52,F,26,NSW,7.0,CUS-2487424745,153.41,-27.95,10,10,Wednesday,October
authorized,1.0,SALES-POS,Diana,2014.41,F,26,QLD,45.11,CUS-2487424745,153.41,-27.95,10,10,Wednesday,October
authorized,1.0,POS,Fernando,15368.34,M,19,VIC,23.67,CUS-2317998716,146.94,-36.04,10,10,Wednesday,October
posted,,PAYMENT,Lucas,12130.6,M,21,,55.0,CUS-1117979751,115.81,-31.82,10,10,Wednesday,October
posted,,PAYMENT,Susan,7763.78,F,20,,35.0,CUS-164374203,150.68,-33.79,10,10,Wednesday,October
authorized,1.0,POS,Christopher,65871.56,M,33,VIC,8.42,CUS-3117610635,145.13,-37.7,10,10,Wednesday,October
authorized,1.0,SALES-POS,Ronald,5343.53,M,25,WA,8.69,CUS-2178051368,145.73,-17.03,10,10,Wednesday,October
authorized,1.0,SALES-POS,Renee,21428.28,F,38,QLD,54.41,CUS-2206365095,144.89,-37.81,10,10,Wednesday,October
posted,,PAYMENT,Daniel,8488.69,M,22,,33.0,CUS-1617121891,255.0,-573.0,10,10,Wednesday,October
posted,,PAYMENT,Karen,9523.64,F,26,,50.0,CUS-2630892467,149.03,-34.97,10,10,Wednesday,October
authorized,1.0,POS,Diana,2001.01,F,26,QLD,13.4,CUS-2487424745,153.41,-27.95,10,10,Wednesday,October
authorized,0.0,POS,Debra,6111.28,F,18,SA,27.02,CUS-1842679196,138.61,-34.89,10,10,Wednesday,October
authorized,1.0,POS,Barry,7559.24,M,38,NSW,22.86,CUS-1604596597,138.67,-34.86,10,10,Wednesday,October
authorized,0.0,POS,Diana,1988.62,F,26,NSW,12.39,CUS-2487424745,153.41,-27.95,10,10,Wednesday,October
authorized,1.0,POS,Michael,1529.91,M,38,NSW,31.32,CUS-2142601169,151.23,-33.94,10,10,Wednesday,October
posted,,PAYMENT,Antonio,7646.61,M,26,,199.0,CUS-1646621553,115.78,-31.9,10,10,Wednesday,October
posted,,PAYMENT,Linda,6638.55,F,24,,46.0,CUS-423725039,116.0,-31.88,10,10,Wednesday,October
authorized,1.0,SALES-POS,Tonya,7024.28,F,27,WA,6.16,CUS-3026014945,116.06,-32.0,10,10,Wednesday,October
authorized,1.0,SALES-POS,Joseph,5202.15,M,37,QLD,13.22,CUS-2695611575,153.32,-27.93,10,10,Wednesday,October
posted,,PAYMENT,Matthew,16665.09,M,39,,48.0,CUS-1790886359,145.17,-37.84,10,10,Wednesday,October
authorized,1.0,POS,Rhonda,4498.5,F,40,QLD,15.27,CUS-1614226872,153.1,-27.66,10,10,Wednesday,October
authorized,1.0,SALES-POS,Diana,1980.05,F,26,QLD,8.57,CUS-2487424745,153.41,-27.95,10,10,Wednesday,October
authorized,1.0,POS,Rhonda,4465.87,F,40,QLD,32.63,CUS-1614226872,153.1,-27.66,10,10,Wednesday,October
authorized,0.0,POS,Tonya,6979.48,F,27,WA,44.8,CUS-3026014945,116.06,-32.0,10,10,Wednesday,October
posted,,PAYMENT,Fernando,15351.34,M,19,,17.0,CUS-2317998716,146.94,-36.04,10,10,Wednesday,October
posted,,PAYMENT,Marissa,15626.88,F,23,,33.0,CUS-2500783281,145.01,-37.93,10,10,Wednesday,October
posted,,INTER BANK,Tonya,6946.48,F,27,,33.0,CUS-3026014945,116.06,-32.0,10,10,Wednesday,October
posted,,PHONE BANK,Eric,40566.2,M,42,,36.0,CUS-3151318058,144.98,-37.84,10,10,Wednesday,October
posted,,PAYMENT,James,12805.42,M,28,,106.0,CUS-4023861240,147.63,-22.84,10,10,Wednesday,October
authorized,1.0,SALES-POS,Rhonda,4415.79,F,40,QLD,50.08,CUS-1614226872,153.1,-27.66,10,10,Wednesday,October
authorized,1.0,SALES-POS,Jessica,28521.37,F,34,SA,7.73,CUS-1196156254,138.52,-35.01,10,10,Wednesday,October
posted,,INTER BANK,Heather,6777.66,F,41,,43.0,CUS-2348881191,144.93,-37.79,10,10,Wednesday,October
posted,,PHONE BANK,Luis,10038.29,M,27,,67.0,CUS-3180318393,144.71,-37.58,10,10,Wednesday,October
authorized,1.0,SALES-POS,Michael,1511.29,M,38,NSW,18.62,CUS-2142601169,151.23,-33.94,10,10,Wednesday,October
authorized,1.0,POS,Virginia,7738.07,F,20,QLD,7.73,CUS-127297539,115.79,-31.79,10,10,Wednesday,October
authorized,0.0,SALES-POS,Jonathan,61575.47,M,38,NSW,33.84,CUS-495599312,130.98,-12.49,10,10,Wednesday,October
authorized,1.0,SALES-POS,Michael,1474.61,M,38,NSW,36.68,CUS-2142601169,151.23,-33.94,10,10,Wednesday,October
authorized,1.0,POS,Jacqueline,3386.46,F,30,NSW,44.55,CUS-497688347,138.63,-34.93,10,10,Wednesday,October
posted,,PAYMENT,Michelle,13974.06,F,19,,33.0,CUS-883482547,150.82,-34.01,10,10,Wednesday,October
authorized,1.0,SALES-POS,Robert,10076.24,M,26,VIC,4.43,CUS-880898248,144.89,-37.69,10,10,Wednesday,October
authorized,1.0,POS,Tyler,10369.28,M,44,VIC,20.99,CUS-1892177589,144.79,-37.73,10,10,Wednesday,October
posted,,PAYMENT,Antonio,7617.61,M,26,,29.0,CUS-1646621553,115.78,-31.9,10,10,Wednesday,October
posted,,PAYMENT,Matthew,16633.09,M,39,,32.0,CUS-1790886359,145.17,-37.84,10,10,Wednesday,October
posted,,PAYMENT,Kenneth,18497.02,M,29,,39.0,CUS-261674136,121.48,-30.75,10,10,Wednesday,October
authorized,1.0,SALES-POS,Ronald,5327.13,M,25,QLD,16.4,CUS-2178051368,145.73,-17.03,10,10,Wednesday,October
authorized,0.0,SALES-POS,Tyler,10315.83,M,44,VIC,53.45,CUS-1892177589,144.79,-37.73,10,10,Wednesday,October
authorized,1.0,POS,Abigail,16168.78,F,40,SA,37.83,CUS-2505971401,138.58,-34.96,10,10,Wednesday,October
authorized,1.0,SALES-POS,Virginia,7706.83,F,20,WA,31.24,CUS-127297539,115.79,-31.79,10,11,Thursday,October
authorized,1.0,POS,Michael,1458.64,M,38,NSW,15.97,CUS-2142601169,151.23,-33.94,10,11,Thursday,October
authorized,1.0,POS,Dustin,7475.69,M,28,QLD,8.99,CUS-1140341822,144.97,-37.42,10,11,Thursday,October
posted,,INTER BANK,Ricky,19950.06,M,43,,16.0,CUS-3142625864,145.16,-37.84,10,11,Thursday,October
posted,,PAYMENT,Charles,16738.54,M,18,,186.0,CUS-3336454548,153.41,-28.01,10,11,Thursday,October
authorized,1.0,SALES-POS,Virginia,7688.14,F,20,WA,18.69,CUS-127297539,115.79,-31.79,10,11,Thursday,October
posted,,PAYMENT,Tim,68344.33,M,40,,47.0,CUS-1816693151,115.83,-31.9,10,11,Thursday,October
posted,,PAYMENT,Joseph,5150.15,M,37,,52.0,CUS-2695611575,153.32,-27.93,10,11,Thursday,October
posted,,PAYMENT,Darren,17379.39,M,20,,39.0,CUS-2110742437,138.56,-35.27,10,11,Thursday,October
posted,,PAYMENT,Heather,6755.66,F,41,,22.0,CUS-2348881191,144.93,-37.79,10,11,Thursday,October
posted,,PAYMENT,Catherine,6355.23,F,26,,103.0,CUS-331942311,151.27,-33.85,10,11,Thursday,October
authorized,1.0,POS,Scott,7013.84,M,23,SA,303.78,CUS-511326734,150.9,-34.37,10,11,Thursday,October
authorized,1.0,POS,Jessica,4856.8,F,21,NT,12.11,CUS-325142416,130.84,-12.45,10,11,Thursday,October
posted,,PAYMENT,Fernando,15318.34,M,19,,33.0,CUS-2317998716,146.94,-36.04,10,11,Thursday,October
posted,,PAYMENT,Joseph,5132.15,M,37,,18.0,CUS-2695611575,153.32,-27.93,10,11,Thursday,October
posted,,PAYMENT,Ryan,5455.83,M,31,,127.0,CUS-3129499595,150.92,-33.77,10,11,Thursday,October
posted,,PAYMENT,Tiffany,6481.22,F,25,,46.0,CUS-1669695324,115.74,-31.72,10,11,Thursday,October
posted,,PAYMENT,Jacqueline,3339.46,F,30,,47.0,CUS-497688347,138.63,-34.93,10,11,Thursday,October
posted,,PAYMENT,Ashley,9842.58,F,25,,131.0,CUS-1220154422,150.5,-23.4,10,11,Thursday,October
posted,,PAYMENT,Linda,21669.81,F,35,,33.0,CUS-2155701614,144.96,-37.84,10,11,Thursday,October
posted,,PAYMENT,Linda,21503.81,F,35,,166.0,CUS-2155701614,144.96,-37.84,10,11,Thursday,October
posted,,INTER BANK,Cindy,17203.78,F,19,,22.0,CUS-3174332735,144.66,-37.91,10,11,Thursday,October
authorized,0.0,SALES-POS,Joseph,5121.05,M,37,QLD,11.1,CUS-2695611575,153.32,-27.93,10,11,Thursday,October
authorized,0.0,SALES-POS,Sandra,8822.52,F,34,NT,27.43,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
posted,,PAYMENT,Kristin,7955.23,F,43,,43.0,CUS-4123612273,144.95,-37.76,10,11,Thursday,October
authorized,1.0,POS,Kenneth,18479.3,M,29,NSW,17.72,CUS-261674136,121.48,-30.75,10,11,Thursday,October
authorized,0.0,POS,Michael,1453.24,M,38,NSW,5.4,CUS-2142601169,151.23,-33.94,10,11,Thursday,October
authorized,1.0,POS,Michael,1442.57,M,38,NSW,10.67,CUS-2142601169,151.23,-33.94,10,11,Thursday,October
authorized,0.0,SALES-POS,Barry,7463.78,M,38,VIC,95.46,CUS-1604596597,138.67,-34.86,10,11,Thursday,October
authorized,1.0,POS,Michael,6333.91,M,44,VIC,41.16,CUS-1233833708,145.18,-37.9,10,11,Thursday,October
authorized,0.0,SALES-POS,Robert,10069.37,M,26,VIC,6.87,CUS-880898248,144.89,-37.69,10,11,Thursday,October
authorized,1.0,SALES-POS,Joseph,5113.21,M,37,QLD,7.84,CUS-2695611575,153.32,-27.93,10,11,Thursday,October
authorized,1.0,SALES-POS,Mary,3882.04,F,64,TAS,58.9,CUS-1654129794,147.31,-42.88,10,11,Thursday,October
authorized,0.0,SALES-POS,Jessica,28515.28,F,34,SA,6.09,CUS-1196156254,138.52,-35.01,10,11,Thursday,October
posted,,PAYMENT,Jessica,28488.28,F,34,,27.0,CUS-1196156254,138.52,-35.01,10,11,Thursday,October
posted,,PAYMENT,Michele,8733.77,F,30,,109.0,CUS-1271030853,145.04,-37.85,10,11,Thursday,October
posted,,INTER BANK,Jessica,4817.8,F,21,,39.0,CUS-325142416,130.84,-12.45,10,11,Thursday,October
authorized,1.0,SALES-POS,Michelle,13919.67,F,19,NSW,54.39,CUS-883482547,150.82,-34.01,10,11,Thursday,October
authorized,1.0,POS,Michelle,13883.32,F,19,NSW,36.35,CUS-883482547,150.82,-34.01,10,11,Thursday,October
authorized,0.0,POS,Diana,1972.99,F,26,QLD,7.06,CUS-2487424745,153.41,-27.95,10,11,Thursday,October
authorized,0.0,SALES-POS,Diana,1905.5,F,26,NSW,67.49,CUS-2487424745,153.41,-27.95,10,11,Thursday,October
authorized,1.0,POS,Joseph,5106.77,M,37,QLD,6.44,CUS-2695611575,153.32,-27.93,10,11,Thursday,October
authorized,1.0,POS,Catherine,6318.02,F,26,NSW,37.21,CUS-331942311,151.27,-33.85,10,11,Thursday,October
authorized,1.0,SALES-POS,Michele,8842.77,F,30,VIC,11.81,CUS-1271030853,145.04,-37.85,10,11,Thursday,October
authorized,1.0,POS,Mary,3866.1,F,64,VIC,15.94,CUS-1654129794,147.31,-42.88,10,11,Thursday,October
authorized,0.0,POS,Kimberly,5136.67,F,24,VIC,13.46,CUS-3378712515,145.45,-37.74,10,11,Thursday,October
authorized,1.0,POS,Debra,6022.99,F,18,QLD,88.29,CUS-1842679196,138.61,-34.89,10,11,Thursday,October
authorized,1.0,POS,Jeffrey,3890.71,M,30,QLD,23.84,CUS-860700529,153.05,-27.61,10,11,Thursday,October
authorized,1.0,POS,Tiffany,6458.2,F,25,WA,23.02,CUS-1669695324,115.74,-31.72,10,11,Thursday,October
authorized,0.0,SALES-POS,Robert,10057.12,M,26,SA,12.25,CUS-880898248,144.89,-37.69,10,11,Thursday,October
authorized,1.0,POS,Christopher,11660.65,M,35,VIC,36.05,CUS-1896554896,151.68,-32.98,10,11,Thursday,October
posted,,PAYMENT,Jeffrey,4715.59,M,24,,41.0,CUS-1433879684,145.0,-37.83,10,11,Thursday,October
posted,,INTER BANK,Robert,8803.73,M,20,,24.0,CUS-2688605418,151.22,-33.87,10,11,Thursday,October
posted,,PAYMENT,Ruth,7428.54,F,47,,46.0,CUS-3716701010,115.72,-32.28,10,11,Thursday,October
authorized,1.0,SALES-POS,Dustin,7463.93,M,28,VIC,11.76,CUS-1140341822,144.97,-37.42,10,11,Thursday,October
authorized,1.0,POS,Sandra,8768.16,F,34,NT,54.36,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
authorized,1.0,SALES-POS,Linda,6630.87,F,24,WA,7.68,CUS-423725039,116.0,-31.88,10,11,Thursday,October
authorized,1.0,POS,Timothy,8574.83,M,20,VIC,12.2,CUS-2484453271,145.23,-37.86,10,11,Thursday,October
authorized,1.0,SALES-POS,Jeffrey,3885.51,M,30,QLD,5.2,CUS-860700529,153.05,-27.61,10,11,Thursday,October
authorized,1.0,POS,Mackenzie,5268.47,F,18,WA,22.4,CUS-586638664,150.79,-33.64,10,11,Thursday,October
posted,,PAYMENT,David,18925.24,M,42,,116.0,CUS-3395687666,149.03,-35.25,10,11,Thursday,October
posted,,PAYMENT,Joseph,7583.94,M,21,,35.0,CUS-537508723,147.08,-37.97,10,11,Thursday,October
authorized,1.0,SALES-POS,Kimberly,5122.49,F,24,VIC,14.18,CUS-3378712515,145.45,-37.74,10,11,Thursday,October
authorized,1.0,SALES-POS,Virginia,6694.78,F,20,VIC,61.67,CUS-127297539,115.79,-31.79,10,11,Thursday,October
authorized,1.0,POS,Catherine,6285.12,F,26,NSW,32.9,CUS-331942311,151.27,-33.85,10,11,Thursday,October
posted,,PAYMENT,Matthew,16483.09,M,39,,150.0,CUS-1790886359,145.17,-37.84,10,11,Thursday,October
posted,,PAYMENT,Timothy,8559.83,M,20,,15.0,CUS-2484453271,145.23,-37.86,10,11,Thursday,October
authorized,1.0,SALES-POS,Christopher,11621.98,M,35,NSW,38.67,CUS-1896554896,151.68,-32.98,10,11,Thursday,October
authorized,0.0,POS,Heather,6723.96,F,41,VIC,31.7,CUS-2348881191,144.93,-37.79,10,11,Thursday,October
authorized,1.0,SALES-POS,Abigail,16074.74,F,40,SA,94.04,CUS-2505971401,138.58,-34.96,10,11,Thursday,October
posted,,PAYMENT,Matthew,16423.09,M,39,,60.0,CUS-1790886359,145.17,-37.84,10,11,Thursday,October
authorized,1.0,SALES-POS,Timothy,8543.24,M,20,VIC,16.59,CUS-2484453271,145.23,-37.86,10,11,Thursday,October
authorized,1.0,SALES-POS,Christopher,65845.02,M,33,VIC,26.54,CUS-3117610635,145.13,-37.7,10,11,Thursday,October
authorized,1.0,SALES-POS,James,12748.84,M,28,QLD,56.58,CUS-4023861240,147.63,-22.84,10,11,Thursday,October
authorized,1.0,SALES-POS,Sandra,8753.23,F,34,NT,14.93,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
authorized,0.0,POS,Scott,7003.12,M,23,NSW,10.72,CUS-511326734,150.9,-34.37,10,11,Thursday,October
posted,,PAYMENT,Rhonda,4382.79,F,40,,33.0,CUS-1614226872,153.1,-27.66,10,11,Thursday,October
posted,,PAYMENT,Nathaniel,11314.8,M,31,,138.0,CUS-2083971310,151.11,-33.99,10,11,Thursday,October
authorized,1.0,SALES-POS,Susan,9148.18,F,20,NSW,11.09,CUS-164374203,150.68,-33.79,10,11,Thursday,October
authorized,0.0,POS,Sandra,8711.86,F,34,NT,41.37,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
authorized,1.0,POS,Sandra,8703.42,F,34,NT,8.44,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
authorized,1.0,POS,Debra,6016.08,F,18,SA,6.91,CUS-1842679196,138.61,-34.89,10,11,Thursday,October
authorized,1.0,SALES-POS,Tyler,10307.63,M,44,VIC,8.2,CUS-1892177589,144.79,-37.73,10,11,Thursday,October
authorized,1.0,SALES-POS,Lucas,12108.31,M,21,NSW,22.29,CUS-1117979751,115.81,-31.82,10,11,Thursday,October
authorized,1.0,SALES-POS,Richard,15549.01,M,24,QLD,5.71,CUS-51506836,152.99,-27.49,10,11,Thursday,October
authorized,1.0,POS,Christopher,65817.12,M,33,VIC,27.9,CUS-3117610635,145.13,-37.7,10,11,Thursday,October
authorized,1.0,POS,Virginia,6607.85,F,20,NSW,86.93,CUS-127297539,115.79,-31.79,10,11,Thursday,October
authorized,0.0,POS,Kenneth,18461.29,M,29,NSW,18.01,CUS-261674136,121.48,-30.75,10,11,Thursday,October
authorized,0.0,SALES-POS,James,12732.62,M,28,VIC,16.22,CUS-4023861240,147.63,-22.84,10,11,Thursday,October
authorized,0.0,SALES-POS,Lori,2276.44,F,18,QLD,12.07,CUS-3702001629,153.09,-27.48,10,11,Thursday,October
posted,,PAYMENT,Tyler,10277.97,M,44,,15.0,CUS-1892177589,144.79,-37.73,10,11,Thursday,October
posted,,PAYMENT,Luis,10009.29,M,27,,29.0,CUS-3180318393,144.71,-37.58,10,11,Thursday,October
posted,,PAYMENT,Sandra,8666.42,F,34,,37.0,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
authorized,1.0,POS,Abigail,16052.84,F,40,SA,21.9,CUS-2505971401,138.58,-34.96,10,11,Thursday,October
authorized,1.0,POS,Melissa,10652.9,F,30,NSW,34.92,CUS-55310383,149.83,-29.47,10,11,Thursday,October
authorized,1.0,POS,Tyler,10292.97,M,44,VIC,14.66,CUS-1892177589,144.79,-37.73,10,11,Thursday,October
authorized,1.0,SALES-POS,Dustin,7436.94,M,28,VIC,26.99,CUS-1140341822,144.97,-37.42,10,11,Thursday,October
posted,,PAYMENT,Isaiah,21195.51,M,23,,41.0,CUS-1462656821,151.27,-33.76,10,11,Thursday,October
posted,,PAYMENT,Barry,7382.9,M,38,,49.0,CUS-1604596597,138.67,-34.86,10,11,Thursday,October
authorized,1.0,POS,Christopher,65778.02,M,33,VIC,39.1,CUS-3117610635,145.13,-37.7,10,11,Thursday,October
authorized,0.0,SALES-POS,Susan,9423.69,F,19,VIC,56.69,CUS-1928710999,145.15,-37.76,10,11,Thursday,October
authorized,0.0,POS,Barry,7431.9,M,38,NSW,31.88,CUS-1604596597,138.67,-34.86,10,11,Thursday,October
posted,,PAYMENT,Michael,1392.57,M,38,,50.0,CUS-2142601169,151.23,-33.94,10,11,Thursday,October
posted,,PAYMENT,Donald,8286.56,M,22,,186.0,CUS-3431016847,151.08,-33.93,10,11,Thursday,October
authorized,1.0,SALES-POS,Rhonda,4361.87,F,40,QLD,20.92,CUS-1614226872,153.1,-27.66,10,11,Thursday,October
authorized,1.0,SALES-POS,Lori,2252.97,F,18,QLD,23.47,CUS-3702001629,153.09,-27.48,10,11,Thursday,October
authorized,1.0,SALES-POS,Diana,1889.37,F,26,QLD,16.13,CUS-2487424745,153.41,-27.95,10,11,Thursday,October
authorized,1.0,SALES-POS,Jeffrey,4706.81,M,24,VIC,8.78,CUS-1433879684,145.0,-37.83,10,11,Thursday,October
authorized,1.0,POS,Alexander,18843.32,M,38,VIC,32.66,CUS-1478398256,143.88,-37.66,10,11,Thursday,October
posted,,INTER BANK,Billy,13911.85,M,52,,145.0,CUS-134833760,116.02,-31.87,10,11,Thursday,October
posted,,PAYMENT,Tyler,10236.97,M,44,,41.0,CUS-1892177589,144.79,-37.73,10,11,Thursday,October
authorized,0.0,POS,Melissa,10643.63,F,30,NSW,9.27,CUS-55310383,149.83,-29.47,10,11,Thursday,October
authorized,1.0,SALES-POS,Lori,2240.68,F,18,QLD,12.29,CUS-3702001629,153.09,-27.48,10,11,Thursday,October
authorized,0.0,POS,Diana,1879.19,F,26,VIC,10.18,CUS-2487424745,153.41,-27.95,10,11,Thursday,October
posted,,PHONE BANK,James,12674.62,M,28,,58.0,CUS-4023861240,147.63,-22.84,10,11,Thursday,October
posted,,PAYMENT,James,12493.62,M,28,,181.0,CUS-4023861240,147.63,-22.84,10,11,Thursday,October
authorized,1.0,POS,Renee,21414.89,F,38,VIC,13.39,CUS-2206365095,144.89,-37.81,10,11,Thursday,October
authorized,1.0,POS,Tiffany,6443.66,F,25,SA,14.54,CUS-1669695324,115.74,-31.72,10,11,Thursday,October
authorized,0.0,POS,Tyler,10220.26,M,44,VIC,16.71,CUS-1892177589,144.79,-37.73,10,11,Thursday,October
posted,,PAYMENT,Ashley,9810.58,F,25,,32.0,CUS-1220154422,150.5,-23.4,10,11,Thursday,October
posted,,PAYMENT,Christopher,11585.98,M,35,,36.0,CUS-1896554896,151.68,-32.98,10,11,Thursday,October
posted,,PAYMENT,Catherine,6252.12,F,26,,33.0,CUS-331942311,151.27,-33.85,10,11,Thursday,October
posted,,PAYMENT,Sandra,8499.42,F,34,,167.0,CUS-4142663097,130.9,-12.37,10,11,Thursday,October
authorized,1.0,POS,Virginia,6587.91,F,20,WA,19.94,CUS-127297539,115.79,-31.79,10,11,Thursday,October
authorized,0.0,SALES-POS,Virginia,6577.98,F,20,WA,9.93,CUS-127297539,115.79,-31.79,10,11,Thursday,October
posted,,PAYMENT,Christine,14116.51,F,39,,52.0,CUS-2376382098,151.04,-33.8,10,11,Thursday,October
posted,,INTER BANK,Christopher,65719.02,M,33,,59.0,CUS-3117610635,145.13,-37.7,10,11,Thursday,October
authorized,1.0,POS,Ricky,19921.8,M,43,VIC,28.26,CUS-3142625864,145.16,-37.84,10,11,Thursday,October
authorized,1.0,POS,Jessica,28466.66,F,34,WA,21.62,CUS-1196156254,138.52,-35.01,10,11,Thursday,October
authorized,1.0,SALES-POS,Jeffrey,4694.17,M,24,VIC,12.64,CUS-1433879684,145.0,-37.83,10,11,Thursday,October
authorized,1.0,SALES-POS,Michelle,13864.6,F,19,NSW,18.72,CUS-883482547,150.82,-34.01,10,12,Friday,October
authorized,1.0,POS,Tonya,6937.1,F,27,WA,9.38,CUS-3026014945,116.06,-32.0,10,12,Friday,October
